Id;Survey_finish_time;Severity_1;Severity_2;Severity_3;Reactance_1;Reactance_2;Reactance_3;Reactance_4;Reactance_5;Reactance_6;Reactance_7;Reactance_8;Reactance_9;Reactance_10;Reactance_11;Attitude_1;Attitude_2;Attitude_3;Social_norms_1;Social_norms_2;Social_norms_3;Moral_norms_1;Moral_norms_2;Moral_norms_3;Beh_control_1;Beh_control_2;Beh_control_3;Beh_control_4;Intention_1;Intention_2;Intention_3;Residence;Education;Sex;Years_old;Age;Self_sick;Know;Know_recode;Reactance;Severity;Attitude;Beh_Control;Social_norms;Moral_norms;Intention
417;2157;7;5;5;4;5;4;5;6;6;7;7;7;7;7;5;5;4;4;4;4;5;5;4;3;7;4;1;5;5;5;1;3;1;60;5;2;1;1;590,909,090,909,091;566,666,666,666,667;466,666,666,666,667;3,75;4;466,666,666,666,667;5
173;1861;7;7;7;4;4;2;2;5;7;5;2;7;4;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;5;6;1;40;3;2;1;1;418,181,818,181,818;7;7;7;7;7;7
535;1371;3;4;4;4;1;3;3;5;6;6;4;4;4;3;3;4;4;4;4;5;3;2;4;4;6;2;3;3;2;2;4;6;1;27;2;2;1;1;390,909,090,909,091;366,666,666,666,667;366,666,666,666,667;3,75;433,333,333,333,333;3;233,333,333,333,333
445;1338;3;5;7;6;5;5;5;7;6;7;4;7;7;4;2;2;1;2;3;3;2;2;2;1;7;1;7;1;1;1;2;3;1;45;4;2;1;1;572,727,272,727,273;5;166,666,666,666,667;4;266,666,666,666,667;2;1
528;1320;6;7;6;2;3;2;4;3;6;3;3;3;4;4;7;6;5;5;5;4;5;6;6;6;5;5;6;6;6;6;4;2;1;57;5;2;1;1;336,363,636,363,636;633,333,333,333,333;6;5,5;466,666,666,666,667;566,666,666,666,667;6
339;1145;5;5;5;4;4;4;4;5;5;5;4;4;5;4;4;4;4;4;4;4;4;4;4;5;5;4;5;4;4;4;1;4;1;38;3;2;1;1;436,363,636,363,636;5;4;4,75;4;4;4
195;1082;7;7;7;3;3;4;3;4;5;4;4;5;5;4;6;6;6;6;5;6;4;6;6;6;7;6;4;5;5;6;1;2;1;58;5;2;1;1;4;7;6;5,75;566,666,666,666,667;533,333,333,333,333;533,333,333,333,333
454;1077;5;5;4;5;5;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;1;6;1;54;5;2;1;1;418,181,818,181,818;466,666,666,666,667;6;5,75;6;6;5
156;1067;6;7;7;5;4;4;3;6;5;5;4;6;4;3;4;5;4;4;5;4;5;4;5;3;6;4;3;5;5;4;5;4;1;58;5;2;1;1;445,454,545,454,545;666,666,666,666,667;433,333,333,333,333;4;433,333,333,333,333;466,666,666,666,667;466,666,666,666,667
444;1021;6;5;3;5;2;2;2;3;5;5;4;5;6;3;5;5;4;5;5;4;6;4;5;6;6;5;7;5;6;6;5;6;1;42;4;2;1;1;381,818,181,818,182;466,666,666,666,667;466,666,666,666,667;6;466,666,666,666,667;5;566,666,666,666,667
272;945;5;4;4;2;1;1;1;3;2;2;2;4;2;2;1;1;2;1;4;2;1;1;1;1;7;1;7;1;1;1;1;3;1;45;4;2;1;1;2;433,333,333,333,333;133,333,333,333,333;4;233,333,333,333,333;1;1
258;918;7;7;5;5;4;3;3;5;5;5;3;5;6;5;6;7;7;6;6;6;6;6;6;6;6;6;5;6;6;6;4;6;1;44;4;2;1;1;445,454,545,454,545;633,333,333,333,333;666,666,666,666,667;5,75;6;6;6
64;852;5;6;6;4;3;4;2;5;4;5;4;4;5;4;3;4;3;4;4;4;3;5;4;5;7;4;7;5;4;3;4;4;1;57;5;2;1;1;4;566,666,666,666,667;333,333,333,333,333;5,75;4;4;4
68;809;6;6;4;4;4;6;4;5;6;6;4;4;4;4;7;7;7;6;6;6;6;7;7;5;5;5;5;6;5;6;3;3;1;49;4;2;1;1;463,636,363,636,364;533,333,333,333,333;7;5;6;666,666,666,666,667;566,666,666,666,667
526;807;7;7;7;5;3;3;2;5;5;5;3;3;3;3;7;7;7;6;6;6;6;6;7;5;6;5;5;6;6;6;3;5;1;63;6;2;1;1;363,636,363,636,364;7;7;5,25;6;633,333,333,333,333;6
261;786;6;4;4;2;2;2;2;2;3;5;2;4;4;2;7;6;6;4;4;4;5;4;5;6;6;5;7;6;5;5;2;6;1;52;5;2;1;1;272,727,272,727,273;466,666,666,666,667;633,333,333,333,333;6;4;466,666,666,666,667;533,333,333,333,333
406;776;5;5;5;5;5;5;4;5;5;6;4;5;5;5;6;6;5;4;5;5;5;4;5;4;6;5;4;5;5;5;2;6;1;47;4;2;1;1;490,909,090,909,091;5;566,666,666,666,667;4,75;466,666,666,666,667;466,666,666,666,667;5
53;740;6;6;6;3;3;3;3;5;5;3;3;4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;6;1;49;4;2;1;1;363,636,363,636,364;6;6;6;6;6;6
286;736;5;5;2;6;4;7;6;7;7;7;7;7;7;7;4;4;4;4;4;4;4;4;4;3;6;4;4;4;4;4;4;3;1;34;3;2;1;1;654,545,454,545,455;4;4;4,25;4;4;4
332;725;4;5;6;4;3;2;3;4;6;5;4;4;6;4;7;6;5;6;6;6;6;6;6;5;6;6;7;6;6;6;3;3;1;57;5;2;1;1;409,090,909,090,909;5;6;6;6;6;6
202;719;6;5;5;6;4;4;3;4;4;6;4;5;4;4;7;7;6;6;6;6;7;7;7;6;7;5;4;7;6;7;3;5;1;63;6;2;1;1;436,363,636,363,636;533,333,333,333,333;666,666,666,666,667;5,5;6;7;666,666,666,666,667
268;697;5;5;4;4;4;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;7;4;4;3;1;3;1;63;6;2;1;1;418,181,818,181,818;466,666,666,666,667;4;5,25;4;4;366,666,666,666,667
86;694;6;5;4;4;3;3;5;6;6;6;4;4;6;5;5;4;5;4;4;4;5;5;5;5;3;6;4;4;4;4;4;5;1;44;4;2;1;1;472,727,272,727,273;5;466,666,666,666,667;4,5;4;5;4
309;669;7;7;7;6;4;4;4;6;5;7;4;4;5;4;4;4;4;4;4;4;5;5;5;5;6;4;4;4;4;4;5;4;1;53;5;2;1;1;481,818,181,818,182;7;4;4,75;4;5;4
166;659;5;4;3;5;4;5;3;5;4;3;5;4;3;5;5;3;5;5;4;5;4;3;5;4;5;3;5;5;2;2;5;6;1;46;4;2;1;1;418,181,818,181,818;4;433,333,333,333,333;4,25;466,666,666,666,667;4;3
49;644;7;6;5;4;3;3;3;5;4;4;3;4;4;4;7;5;5;6;5;5;6;6;6;6;6;6;5;6;6;6;1;4;1;53;5;2;1;1;372,727,272,727,273;6;566,666,666,666,667;5,75;533,333,333,333,333;6;6
59;628;5;5;4;4;3;3;3;4;4;4;3;4;4;4;5;4;4;4;4;4;5;4;4;4;4;4;1;4;4;4;2;6;1;53;5;2;1;1;363,636,363,636,364;466,666,666,666,667;433,333,333,333,333;3,25;4;433,333,333,333,333;4
460;616;6;6;6;5;5;4;4;4;5;5;4;4;5;4;6;6;5;4;4;5;5;6;6;5;7;5;7;6;5;6;1;3;1;38;3;2;1;1;445,454,545,454,545;6;566,666,666,666,667;6;433,333,333,333,333;566,666,666,666,667;566,666,666,666,667
397;604;5;5;5;3;4;4;3;5;6;4;3;5;5;4;4;3;3;4;3;3;5;4;5;5;6;4;2;4;3;3;1;6;1;37;3;2;1;1;418,181,818,181,818;5;333,333,333,333,333;4,25;333,333,333,333,333;466,666,666,666,667;333,333,333,333,333
96;593;6;7;6;5;5;3;5;6;7;6;4;6;7;6;5;5;5;7;7;7;5;5;6;6;6;6;2;6;5;6;1;3;1;40;3;2;1;1;545,454,545,454,545;633,333,333,333,333;5;5;7;533,333,333,333,333;566,666,666,666,667
26;589;5;5;4;6;3;3;4;6;6;6;4;6;6;4;3;1;2;4;4;4;1;4;1;5;7;5;1;1;1;1;3;3;1;43;4;2;1;1;490,909,090,909,091;466,666,666,666,667;2;4,5;4;2;1
304;522;7;7;7;4;3;3;4;5;6;4;4;6;7;4;4;4;4;4;4;4;6;4;5;4;7;4;4;5;5;5;1;3;1;65;6;2;1;1;454,545,454,545,455;7;4;4,75;4;5;5
340;515;5;5;5;4;4;3;4;4;5;3;3;4;4;3;4;5;3;3;3;2;1;1;2;3;6;4;4;4;3;1;5;6;1;43;4;2;1;1;372,727,272,727,273;5;4;4,25;266,666,666,666,667;133,333,333,333,333;266,666,666,666,667
452;513;6;6;6;4;3;3;4;5;5;6;4;5;4;3;6;5;4;5;5;4;6;5;5;6;6;5;5;6;6;6;1;3;1;57;5;2;1;1;418,181,818,181,818;6;5;5,5;466,666,666,666,667;533,333,333,333,333;6
153;488;6;6;6;6;4;2;4;6;6;4;4;5;4;3;4;4;4;4;4;4;4;1;3;4;6;4;7;1;3;4;1;6;1;58;5;2;1;1;436,363,636,363,636;6;4;5,25;4;266,666,666,666,667;266,666,666,666,667
532;451;6;5;5;3;3;2;4;3;3;5;3;4;5;4;7;6;6;6;6;6;4;5;5;6;5;5;4;6;6;6;1;3;1;30;2;2;1;1;354,545,454,545,455;533,333,333,333,333;633,333,333,333,333;5;6;466,666,666,666,667;6
244;413;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;2;2;2;4;4;4;2;2;4;2;2;2;2;4;6;1;60;5;2;1;1;4;4;233,333,333,333,333;2,5;2;4;2
480;390;6;6;6;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;5;5;5;5;5;4;4;5;5;5;1;6;1;44;4;2;1;1;4;6;433,333,333,333,333;4,5;4;5;5
412;384;7;5;5;4;4;4;3;5;5;5;4;5;5;4;7;5;6;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;1;29;2;2;1;1;436,363,636,363,636;566,666,666,666,667;6;4,25;4;4;4
145;368;5;5;4;4;4;4;4;6;6;7;4;5;7;4;6;5;5;6;6;6;6;6;6;6;7;6;6;6;6;6;3;5;1;53;5;2;1;1;5;466,666,666,666,667;533,333,333,333,333;6,25;6;6;6
135;342;7;7;7;1;4;1;1;4;4;1;4;2;4;4;7;7;7;6;6;6;6;6;6;7;7;7;6;7;7;7;4;6;1;43;4;2;1;1;272,727,272,727,273;7;7;6,75;6;6;7
315;318;5;2;2;6;3;2;2;5;5;5;3;5;4;4;5;5;5;4;4;4;4;4;4;3;1;3;3;2;2;3;5;6;1;45;4;2;1;1;4;3;5;2,5;4;4;233,333,333,333,333
575;306;5;2;4;2;6;4;4;4;6;6;4;5;6;5;5;6;5;4;6;6;5;5;6;4;7;5;7;6;4;4;4;3;1;20;2;2;1;1;472,727,272,727,273;366,666,666,666,667;533,333,333,333,333;5,75;533,333,333,333,333;533,333,333,333,333;466,666,666,666,667
500;283;5;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;3;1;41;4;2;1;1;5;566,666,666,666,667;5;5;5;5;5
386;275;5;4;4;4;4;4;4;5;5;5;4;5;5;4;4;5;4;4;4;3;4;4;4;4;5;4;5;4;3;3;1;4;1;62;6;2;1;1;445,454,545,454,545;433,333,333,333,333;433,333,333,333,333;4,5;366,666,666,666,667;4;333,333,333,333,333
94;265;6;6;6;3;4;3;4;5;5;5;4;4;6;4;6;6;6;4;6;4;6;4;4;6;6;5;4;6;5;5;3;6;1;38;3;2;1;1;427,272,727,272,727;6;6;5,25;466,666,666,666,667;466,666,666,666,667;533,333,333,333,333
336;4970;2;2;3;6;3;3;3;4;5;7;3;4;4;4;1;1;1;1;1;1;1;1;1;4;5;4;4;1;1;1;4;6;0;41;4;2;2;0;418,181,818,181,818;233,333,333,333,333;1;4,25;1;1;1
63;679;4;2;2;7;4;4;5;5;5;6;4;6;6;4;1;1;1;1;1;1;1;1;1;1;7;4;1;1;1;1;4;2;1;46;4;2;2;0;509,090,909,090,909;266,666,666,666,667;1;3,25;1;1;1
29;476;5;5;5;3;4;4;4;4;5;4;4;5;5;4;6;5;5;4;4;4;4;4;5;5;5;4;4;5;6;6;3;2;1;30;2;2;2;0;418,181,818,181,818;5;533,333,333,333,333;4,5;4;433,333,333,333,333;566,666,666,666,667
425;476;6;4;4;4;3;5;3;3;5;4;4;5;5;4;6;6;6;6;5;6;5;6;6;6;6;6;6;7;7;7;1;3;1;43;4;2;2;0;409,090,909,090,909;466,666,666,666,667;6;6;566,666,666,666,667;566,666,666,666,667;7
459;260;4;2;2;4;4;4;4;4;4;4;4;4;4;4;3;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;1;27;2;2;2;0;4;266,666,666,666,667;266,666,666,666,667;4;4;4;4
125;225;7;7;7;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;1;38;3;2;3;0;4;7;4;4;4;4;4
11;1366;4;6;5;1;6;1;2;6;7;6;1;4;6;4;4;5;4;4;4;4;4;2;4;5;6;2;6;5;4;4;5;6;0;67;7;2;2;0;4;5;433,333,333,333,333;4,75;4;333,333,333,333,333;433,333,333,333,333
314;1352;4;5;5;4;4;2;4;5;4;5;3;4;6;4;1;1;1;2;2;2;2;2;2;1;7;1;4;1;1;1;4;3;0;61;6;2;2;0;409,090,909,090,909;466,666,666,666,667;1;3,25;2;2;1
371;1271;4;6;6;7;5;4;4;7;4;7;4;7;7;6;3;3;2;3;3;3;1;2;2;4;7;4;5;1;1;1;3;3;0;36;3;2;2;0;563,636,363,636,364;533,333,333,333,333;266,666,666,666,667;5;3;166,666,666,666,667;1
566;1153;6;6;6;5;4;3;5;6;6;5;5;5;5;4;6;6;6;6;6;6;6;6;6;6;6;5;6;6;6;6;4;6;0;62;6;2;2;0;481,818,181,818,182;6;6;5,75;6;6;6
520;1113;6;7;7;5;4;3;4;6;7;7;4;6;7;4;6;6;6;6;6;6;6;7;6;4;6;6;6;6;6;7;3;6;0;36;3;2;2;0;518,181,818,181,818;666,666,666,666,667;6;5,5;6;633,333,333,333,333;633,333,333,333,333
399;1072;1;1;2;7;6;6;4;6;6;7;7;7;6;6;1;1;1;1;1;1;1;1;1;1;7;4;7;1;1;1;5;4;0;62;6;2;2;0;618,181,818,181,818;133,333,333,333,333;1;4,75;1;1;1
446;999;7;7;7;4;4;3;4;6;4;5;5;5;5;5;4;2;3;2;2;3;3;4;3;4;4;4;4;3;4;3;5;2;0;63;6;2;2;0;454,545,454,545,455;7;3;4;233,333,333,333,333;333,333,333,333,333;333,333,333,333,333
589;965;4;4;4;4;4;3;4;4;3;5;3;3;3;3;3;3;4;4;4;4;4;4;4;5;3;2;4;4;4;4;2;4;0;37;3;2;2;0;354,545,454,545,455;4;333,333,333,333,333;3,5;4;4;4
546;963;1;2;2;4;4;4;5;6;6;7;7;6;6;7;1;1;1;1;1;1;1;1;1;1;7;1;1;1;1;1;4;3;0;33;3;2;2;0;563,636,363,636,364;166,666,666,666,667;1;2,5;1;1;1
563;941;7;7;7;5;5;5;3;5;6;6;4;2;6;6;3;3;2;4;2;3;4;2;2;2;6;1;7;1;1;1;1;2;0;35;3;2;2;0;481,818,181,818,182;7;266,666,666,666,667;4;3;266,666,666,666,667;1
310;872;5;5;5;4;6;5;5;6;6;6;4;5;6;7;2;3;2;3;4;4;4;4;7;4;3;2;1;4;4;4;1;2;0;42;4;2;2;0;545,454,545,454,545;5;233,333,333,333,333;2,5;366,666,666,666,667;5;4
57;838;5;3;4;6;4;2;2;6;6;6;4;4;4;6;5;6;6;4;4;4;4;5;5;5;7;5;4;5;4;4;5;6;0;32;3;2;2;0;454,545,454,545,455;4;566,666,666,666,667;5,25;4;466,666,666,666,667;433,333,333,333,333
326;819;5;5;4;6;4;4;5;6;6;6;5;5;5;4;4;4;4;4;4;4;4;4;4;5;7;4;4;4;2;4;2;6;0;61;6;2;2;0;509,090,909,090,909;466,666,666,666,667;4;5;4;4;333,333,333,333,333
67;788;6;5;4;4;4;4;4;4;5;4;3;4;4;3;5;5;4;4;4;4;4;3;4;3;5;4;4;4;4;4;2;2;0;61;6;2;2;0;390,909,090,909,091;5;466,666,666,666,667;4;4;366,666,666,666,667;4
266;777;7;7;7;3;3;3;2;3;4;5;2;4;3;2;7;6;6;3;4;4;6;6;6;5;6;6;5;7;6;6;5;3;0;86;7;2;2;0;309,090,909,090,909;7;633,333,333,333,333;5,5;366,666,666,666,667;6;633,333,333,333,333
368;745;4;5;4;3;2;2;2;3;4;3;1;4;2;2;6;6;6;5;4;4;4;4;4;4;5;4;5;5;4;4;4;3;0;30;2;2;2;0;254,545,454,545,455;433,333,333,333,333;6;4,5;433,333,333,333,333;4;433,333,333,333,333
377;698;5;5;5;4;4;3;4;4;5;5;4;4;4;4;3;3;2;2;2;2;4;2;2;2;6;2;2;2;2;2;1;2;0;63;6;2;2;0;409,090,909,090,909;5;266,666,666,666,667;3;2;266,666,666,666,667;2
478;693;6;6;6;3;4;2;2;5;4;4;2;3;4;2;7;6;7;7;7;7;6;6;6;6;6;6;6;6;6;6;3;4;0;56;5;2;2;0;318,181,818,181,818;6;666,666,666,666,667;6;7;6;6
308;683;5;5;5;5;4;4;4;4;5;5;4;5;5;4;5;5;4;5;5;4;4;4;4;4;6;3;3;4;3;4;4;3;0;64;6;2;2;0;445,454,545,454,545;5;466,666,666,666,667;4;466,666,666,666,667;4;366,666,666,666,667
518;664;4;3;3;4;4;4;4;6;6;6;4;6;6;4;3;2;2;2;3;3;4;4;4;5;7;4;3;6;4;2;1;3;0;48;4;2;2;0;490,909,090,909,091;333,333,333,333,333;233,333,333,333,333;4,75;266,666,666,666,667;4;4
78;658;5;6;6;6;5;5;3;7;6;7;4;7;7;6;2;4;1;1;1;1;2;1;1;1;7;1;3;1;1;1;5;3;0;52;5;2;2;0;572,727,272,727,273;566,666,666,666,667;233,333,333,333,333;3;1;133,333,333,333,333;1
290;644;4;4;4;5;4;4;5;5;5;6;4;5;6;6;2;1;2;3;3;3;4;3;3;3;7;2;2;3;2;1;3;2;0;51;5;2;2;0;5;4;166,666,666,666,667;3,5;3;333,333,333,333,333;2
389;600;6;7;7;5;3;3;3;4;3;4;4;4;5;5;5;5;3;4;5;4;4;4;4;3;5;4;5;5;4;5;5;6;0;67;7;2;2;0;390,909,090,909,091;666,666,666,666,667;433,333,333,333,333;4,25;433,333,333,333,333;4;466,666,666,666,667
100;549;7;7;7;2;2;2;2;6;6;6;3;6;6;6;5;5;5;4;4;4;4;4;4;5;5;4;4;5;5;5;3;4;0;61;6;2;2;0;427,272,727,272,727;7;5;4,5;4;4;5
539;546;5;5;5;5;2;3;3;3;3;3;3;5;5;5;4;4;3;2;2;2;2;2;2;2;6;2;2;2;2;2;2;2;0;56;5;2;2;0;363,636,363,636,364;5;366,666,666,666,667;3;2;2;2
391;546;5;4;4;6;4;4;5;6;5;6;4;5;6;5;4;4;3;4;3;4;5;4;5;5;7;3;3;4;3;3;4;2;0;45;4;2;2;0;509,090,909,090,909;433,333,333,333,333;366,666,666,666,667;4,5;366,666,666,666,667;466,666,666,666,667;333,333,333,333,333
119;531;6;6;6;5;5;3;5;5;5;5;5;5;5;5;1;1;1;2;5;5;3;3;3;3;2;1;1;3;3;2;1;2;0;62;6;2;2;0;481,818,181,818,182;6;1;1,75;4;3;266,666,666,666,667
197;506;6;5;5;4;4;4;4;4;5;5;5;5;5;5;4;4;4;3;3;3;4;4;4;2;2;4;4;4;4;4;1;3;0;61;6;2;2;0;454,545,454,545,455;533,333,333,333,333;4;3;3;4;4
183;500;5;6;5;5;3;2;4;7;6;7;4;6;5;5;4;4;4;4;4;4;4;2;3;4;7;3;7;4;3;3;1;4;0;55;5;2;2;0;490,909,090,909,091;533,333,333,333,333;4;5,25;4;3;333,333,333,333,333
542;480;2;2;2;4;4;4;2;5;4;7;4;4;4;3;1;1;1;1;1;1;1;1;1;4;7;4;4;1;1;1;1;3;0;30;2;2;2;0;409,090,909,090,909;2;1;4,75;1;1;1
583;469;4;5;4;4;4;3;4;6;6;6;4;5;6;4;4;4;4;4;4;4;4;4;4;4;4;4;3;5;4;4;3;5;0;37;3;2;2;0;472,727,272,727,273;433,333,333,333,333;4;3,75;4;4;433,333,333,333,333
527;466;7;7;7;3;2;3;3;3;5;4;4;4;5;5;6;6;6;5;5;5;5;5;5;5;5;6;7;5;5;5;4;5;0;63;6;2;2;0;372,727,272,727,273;7;6;5,75;5;5;5
120;444;7;7;7;5;5;5;3;5;6;6;5;6;6;5;7;7;7;7;6;6;7;7;6;7;7;7;7;7;7;7;5;4;0;58;5;2;2;0;518,181,818,181,818;7;7;7;633,333,333,333,333;666,666,666,666,667;7
419;433;7;7;7;5;4;2;4;4;7;6;4;5;7;6;4;2;4;4;5;4;4;4;4;5;6;4;4;5;4;4;5;6;0;70;7;2;2;0;490,909,090,909,091;7;333,333,333,333,333;4,75;433,333,333,333,333;4;433,333,333,333,333
211;429;6;3;3;5;4;3;5;5;5;3;3;5;5;5;4;4;4;5;5;4;4;4;4;5;5;5;4;4;4;4;2;2;0;44;4;2;2;0;436,363,636,363,636;4;4;4,75;466,666,666,666,667;4;4
277;429;5;5;5;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;4;4;2;6;3;7;4;4;4;3;2;0;63;6;2;2;0;218,181,818,181,818;5;2;4,5;2;433,333,333,333,333;4
433;421;5;5;4;6;2;2;4;6;4;7;2;6;6;3;4;4;4;3;3;3;3;1;2;2;6;3;2;2;2;2;2;6;0;43;4;2;2;0;436,363,636,363,636;466,666,666,666,667;4;3,25;3;2;2
471;393;1;4;3;7;1;1;2;7;7;7;7;6;1;7;1;1;1;1;1;1;7;1;1;4;1;1;7;7;1;1;3;6;0;39;3;2;2;0;481,818,181,818,182;266,666,666,666,667;1;3,25;1;3;3
280;392;7;6;7;4;4;4;4;6;6;7;3;4;6;3;6;5;4;3;4;5;6;4;6;5;6;5;3;4;2;2;1;6;0;39;3;2;2;0;463,636,363,636,364;666,666,666,666,667;5;4,75;4;533,333,333,333,333;266,666,666,666,667
584;382;5;5;5;5;3;1;2;5;5;5;3;3;5;3;5;5;5;4;4;4;5;5;5;5;5;5;5;4;5;5;1;6;0;26;2;2;2;0;363,636,363,636,364;5;5;5;4;5;466,666,666,666,667
47;346;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;0;59;5;2;2;0;4;4;4;4;4;4;4
217;343;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;0;56;5;2;2;0;4;4;4;4;4;4;4
533;339;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;0;52;5;2;2;0;4;4;3;4;4;4;4
10;337;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;4;4;4;4;5;5;5;1;3;0;61;6;2;2;0;4;4;466,666,666,666,667;4;5;5;5
467;335;6;6;6;1;1;1;1;1;5;2;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;7;4;7;7;7;5;5;0;26;2;2;2;0;145,454,545,454,545;6;7;6,25;7;7;7
570;333;7;7;7;6;2;1;1;7;7;7;1;7;7;7;1;1;1;1;1;1;2;1;2;2;7;1;7;1;1;1;1;4;0;31;3;2;2;0;481,818,181,818,182;7;1;4,25;1;166,666,666,666,667;1
354;331;6;6;6;4;4;2;2;5;6;6;3;5;6;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;6;0;62;6;2;2;0;445,454,545,454,545;6;4;4;4;4;4
103;309;7;7;7;7;7;7;7;7;6;6;6;6;6;6;5;5;5;4;4;5;4;5;5;5;5;5;5;5;5;5;1;4;0;61;6;2;2;0;645,454,545,454,545;7;5;5;433,333,333,333,333;466,666,666,666,667;5
33;298;5;6;5;4;4;4;3;4;4;3;3;4;3;4;4;5;5;5;4;5;5;4;4;5;4;5;5;5;4;3;4;4;0;42;4;2;2;0;363,636,363,636,364;533,333,333,333,333;466,666,666,666,667;4,75;466,666,666,666,667;433,333,333,333,333;4
176;285;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;3;5;3;0;24;2;2;2;0;4;4;4;4;4;4;433,333,333,333,333
305;270;4;4;4;6;5;5;3;6;2;5;4;6;2;4;3;5;5;4;5;5;4;5;5;4;3;4;4;5;4;4;3;4;0;20;2;2;2;0;436,363,636,363,636;4;433,333,333,333,333;3,75;466,666,666,666,667;466,666,666,666,667;433,333,333,333,333
9;266;3;3;4;5;5;5;3;5;4;3;5;5;5;6;2;1;1;2;3;4;2;3;2;3;6;6;5;3;5;3;4;3;0;27;2;2;2;0;463,636,363,636,364;333,333,333,333,333;133,333,333,333,333;5;3;233,333,333,333,333;366,666,666,666,667
188;263;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;0;23;2;2;2;0;4;4;4;4;4;4;4
105;262;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;0;50;4;2;2;0;4;4;5;4;4;4;4
378;262;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;0;62;6;2;2;0;4;4;4;4;4;4;4
72;237;4;3;3;5;4;5;4;5;5;4;4;5;5;5;5;5;4;5;4;5;5;4;4;5;5;4;5;5;4;5;1;3;0;42;4;2;2;0;463,636,363,636,364;333,333,333,333,333;466,666,666,666,667;4,75;466,666,666,666,667;433,333,333,333,333;466,666,666,666,667
193;6602;5;5;5;5;4;4;4;4;4;4;4;4;4;5;4;4;4;5;5;5;5;4;4;5;6;4;2;5;5;5;4;3;1;65;6;2;2;0;418,181,818,181,818;5;4;4,25;5;433,333,333,333,333;5
230;5548;5;4;4;5;4;4;4;5;5;5;4;4;5;4;4;4;3;3;3;3;4;3;4;4;4;4;4;4;4;4;5;4;1;60;5;2;2;0;445,454,545,454,545;433,333,333,333,333;366,666,666,666,667;4;3;366,666,666,666,667;4
