Id;Survey_finish_time;Severity_1;Severity_2;Severity_3;Reactance_1;Reactance_2;Reactance_3;Reactance_4;Reactance_5;Reactance_6;Reactance_7;Reactance_8;Reactance_9;Reactance_10;Reactance_11;Attitude_1;Attitude_2;Attitude_3;Social_norms_1;Social_norms_2;Social_norms_3;Moral_norms_1;Moral_norms_2;Moral_norms_3;Beh_control_1;Beh_control_2;Beh_control_3;Beh_control_4;Intention_1;Intention_2;Intention_3;Residence;Education;Sex;Years_old;Age;Self_sick;Know;Know_recode;Reactance;Severity;Attitude;Beh_Control;Social_norms;Moral_norms;Intention
476;3068;6;6;4;3;3;3;4;2;2;4;2;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;63;6;2;2;0;327,272,727,272,727;533,333,333,333,333;4;4;4;4;4
569;2487;2;2;4;7;5;4;3;6;6;6;4;6;7;4;4;3;4;2;2;2;2;2;2;2;7;3;1;3;2;2;5;3;1;63;6;2;2;0;527,272,727,272,727;266,666,666,666,667;366,666,666,666,667;3,25;2;2;233,333,333,333,333
45;2034;5;5;5;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;2;1;66;7;2;2;0;4;5;5;5;5;5;5
510;1606;6;6;6;2;2;3;2;2;2;3;2;2;1;2;6;6;7;5;5;5;5;6;6;6;6;5;5;5;6;6;5;5;1;26;2;2;2;0;209,090,909,090,909;6;633,333,333,333,333;5,5;5;566,666,666,666,667;566,666,666,666,667
23;1435;5;6;7;3;1;1;2;2;6;4;2;2;2;2;7;5;7;7;7;6;6;7;7;6;5;3;7;7;7;7;2;4;1;40;3;2;2;0;245,454,545,454,545;6;633,333,333,333,333;5,25;666,666,666,666,667;666,666,666,666,667;7
577;1424;7;5;4;2;3;2;2;3;5;5;3;4;5;3;5;6;4;6;6;6;6;6;6;5;5;4;2;5;5;5;2;3;1;36;3;2;2;0;336,363,636,363,636;533,333,333,333,333;5;4;6;6;5
281;1168;7;7;7;5;5;4;5;4;7;5;3;4;5;3;7;7;7;7;7;7;7;7;7;7;4;7;7;7;7;7;1;3;1;56;5;2;2;0;454,545,454,545,455;7;7;6,25;7;7;7
154;1097;1;1;1;7;7;7;7;2;2;7;3;7;7;7;1;1;1;1;1;1;1;1;1;1;7;1;7;1;1;1;5;3;1;43;4;2;2;0;572,727,272,727,273;1;1;4;1;1;1
498;1024;7;7;7;6;5;5;4;5;5;6;4;5;5;4;6;6;5;5;5;6;6;5;5;6;6;6;7;6;6;6;1;6;1;61;6;2;2;0;490,909,090,909,091;7;566,666,666,666,667;6,25;533,333,333,333,333;533,333,333,333,333;6
142;992;6;6;6;4;4;4;4;4;5;5;4;5;5;4;6;6;4;5;5;5;6;6;6;5;5;5;5;5;5;5;3;4;1;64;6;2;2;0;436,363,636,363,636;6;533,333,333,333,333;5;5;6;5
52;838;4;4;4;7;4;3;4;6;4;7;4;7;7;4;2;3;4;4;2;4;4;2;3;1;7;4;1;1;1;1;1;1;1;60;5;2;2;0;518,181,818,181,818;4;3;3,25;333,333,333,333,333;3;1
468;775;5;5;5;6;4;4;3;5;3;6;2;5;3;5;6;5;5;5;5;6;5;5;5;4;6;6;6;5;6;6;3;3;1;56;5;2;2;0;418,181,818,181,818;5;533,333,333,333,333;5,5;533,333,333,333,333;5;566,666,666,666,667
227;620;6;6;4;7;5;7;5;7;6;7;7;7;7;7;4;3;3;4;4;4;3;2;3;4;7;4;1;3;3;3;5;6;1;57;5;2;2;0;654,545,454,545,455;533,333,333,333,333;333,333,333,333,333;4;4;266,666,666,666,667;3
73;606;6;6;6;3;3;5;3;4;5;4;3;3;3;3;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;44;4;2;2;0;354,545,454,545,455;6;633,333,333,333,333;6;6;6;6
348;603;5;6;5;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4;4;4;5;5;5;5;5;5;5;4;4;4;1;3;1;35;3;2;2;0;4;533,333,333,333,333;466,666,666,666,667;5;4;5;4
21;597;3;4;1;5;3;4;5;4;5;4;4;5;5;4;1;1;1;1;1;1;1;1;1;7;7;7;7;1;1;1;1;6;1;41;4;2;2;0;436,363,636,363,636;266,666,666,666,667;1;7;1;1;1
60;591;7;7;7;4;2;2;4;5;3;6;3;3;4;2;7;7;7;7;7;7;7;7;7;7;6;7;7;7;7;7;5;3;1;64;6;2;2;0;345,454,545,454,545;7;7;6,75;7;7;7
77;588;6;7;7;7;2;2;2;7;7;7;4;7;7;4;5;4;4;4;4;4;4;4;4;2;7;2;6;6;6;4;5;6;1;64;6;2;2;0;509,090,909,090,909;666,666,666,666,667;433,333,333,333,333;4,25;4;4;533,333,333,333,333
313;584;5;6;6;2;2;2;4;3;4;4;3;4;4;4;7;7;7;4;5;5;6;6;6;5;6;6;6;5;6;6;1;5;1;49;4;2;2;0;327,272,727,272,727;566,666,666,666,667;7;5,75;466,666,666,666,667;6;566,666,666,666,667
492;546;5;4;3;2;6;7;3;6;6;7;7;6;6;6;6;7;5;6;6;7;7;7;6;6;6;5;6;6;5;6;1;3;1;36;3;2;2;0;563,636,363,636,364;4;6;5,75;633,333,333,333,333;666,666,666,666,667;566,666,666,666,667
247;544;7;6;6;3;2;3;4;5;6;5;3;5;5;4;6;6;6;6;6;6;7;6;6;7;6;6;5;6;6;6;4;6;1;64;6;2;2;0;409,090,909,090,909;633,333,333,333,333;6;6;6;633,333,333,333,333;6
394;502;7;7;7;6;7;7;7;6;7;7;7;7;7;6;1;1;2;4;7;4;7;7;7;3;7;3;3;2;2;1;2;2;1;40;3;2;2;0;672,727,272,727,273;7;133,333,333,333,333;4;5;7;166,666,666,666,667
90;502;7;6;6;4;4;4;4;4;4;4;4;4;4;4;6;4;4;5;5;5;5;7;6;5;5;5;5;5;5;5;4;6;1;69;7;2;2;0;4;633,333,333,333,333;466,666,666,666,667;5;5;6;5
213;501;7;5;5;2;2;1;4;4;5;7;2;4;5;2;7;6;6;4;4;4;7;7;7;6;7;6;6;7;7;7;1;1;1;62;6;2;2;0;345,454,545,454,545;566,666,666,666,667;633,333,333,333,333;6,25;4;7;7
194;493;5;5;4;4;4;3;3;4;5;5;4;4;7;4;2;2;1;3;2;2;2;2;2;4;5;2;3;1;2;3;2;3;1;23;2;2;2;0;427,272,727,272,727;466,666,666,666,667;166,666,666,666,667;3,5;233,333,333,333,333;2;2
299;486;6;6;6;5;4;5;4;5;5;5;5;5;5;5;6;6;5;5;5;5;6;5;6;5;6;5;6;6;5;5;3;6;1;57;5;2;2;0;481,818,181,818,182;6;566,666,666,666,667;5,5;5;566,666,666,666,667;533,333,333,333,333
106;484;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;1;63;6;2;2;0;4;4;4;4;4;4;4
186;471;6;6;5;4;4;4;5;5;5;4;4;4;4;4;6;6;4;6;5;4;5;5;5;5;5;5;4;5;5;5;5;3;1;62;6;2;2;0;427,272,727,272,727;566,666,666,666,667;533,333,333,333,333;4,75;5;5;5
367;454;7;7;7;3;2;1;1;4;6;5;1;4;4;1;7;7;7;7;7;7;7;7;7;5;7;7;7;7;7;7;5;6;1;74;7;2;2;0;290,909,090,909,091;7;7;6,5;7;7;7
160;448;6;6;5;2;4;2;4;4;5;3;4;2;4;3;7;7;7;6;6;6;7;7;7;7;7;7;7;7;7;7;4;3;1;42;4;2;2;0;336,363,636,363,636;566,666,666,666,667;7;7;6;7;7
275;413;6;5;5;4;2;2;2;4;5;2;2;4;4;2;7;7;7;6;6;6;6;6;6;6;6;7;7;7;7;7;5;6;1;56;5;2;2;0;3;533,333,333,333,333;7;6,5;6;6;7
203;412;7;7;7;7;6;5;4;3;2;1;1;2;3;4;7;7;7;7;7;7;7;7;7;7;7;7;7;4;4;4;1;3;1;39;3;2;2;0;345,454,545,454,545;7;7;7;7;7;4
568;392;4;2;5;4;5;4;5;5;7;5;4;5;7;4;7;6;6;6;6;5;6;7;7;7;7;6;7;6;6;7;1;3;1;19;2;2;2;0;5;366,666,666,666,667;633,333,333,333,333;6,75;566,666,666,666,667;666,666,666,666,667;633,333,333,333,333
82;386;4;3;3;5;5;5;5;5;5;6;5;6;5;5;2;2;3;3;3;3;2;2;2;2;6;2;5;3;3;3;1;6;1;37;3;2;2;0;518,181,818,181,818;333,333,333,333,333;233,333,333,333,333;3,75;3;2;3
115;384;5;6;6;4;5;4;2;6;6;6;2;6;7;4;7;5;7;4;4;4;6;6;6;5;5;6;4;7;7;7;3;5;1;50;4;2;2;0;472,727,272,727,273;566,666,666,666,667;633,333,333,333,333;5;4;6;7
245;370;4;4;4;3;3;3;4;4;5;4;3;4;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;1;46;4;2;2;0;390,909,090,909,091;4;5;4;4;4;4
175;361;5;5;4;6;5;6;5;5;4;5;6;5;4;5;4;5;6;4;5;5;4;5;4;5;5;4;5;5;4;4;1;6;1;33;3;2;2;0;509,090,909,090,909;466,666,666,666,667;5;4,75;466,666,666,666,667;433,333,333,333,333;433,333,333,333,333
453;357;1;2;2;7;4;4;4;3;3;2;5;4;2;5;1;1;1;3;3;3;1;1;1;1;4;4;2;1;1;1;3;3;1;61;6;2;2;0;390,909,090,909,091;166,666,666,666,667;1;2,75;3;1;1
514;343;3;5;4;4;4;5;4;4;5;4;5;5;5;5;5;5;4;4;5;5;4;5;4;4;5;4;4;4;5;4;4;4;1;42;4;2;2;0;454,545,454,545,455;4;466,666,666,666,667;4,25;466,666,666,666,667;433,333,333,333,333;433,333,333,333,333
37;339;7;6;5;6;4;6;5;3;6;5;5;6;5;6;7;4;6;6;5;5;5;5;4;5;6;5;5;6;4;6;1;2;1;32;3;2;2;0;518,181,818,181,818;6;566,666,666,666,667;5,25;533,333,333,333,333;466,666,666,666,667;533,333,333,333,333
24;338;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;1;3;3;3;4;4;4;4;4;4;4;4;4;4;2;2;1;60;5;2;2;0;5;5;233,333,333,333,333;4;3;4;4
506;336;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;1;24;2;2;2;0;4;4;166,666,666,666,667;4;4;4;4
251;333;6;7;6;4;3;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;4;4;4;4;3;6;1;73;7;2;2;0;390,909,090,909,091;633,333,333,333,333;4;4;5;4;4
12;325;1;1;1;6;4;4;2;2;2;7;2;2;4;2;2;2;2;4;4;4;2;2;2;3;6;2;1;1;1;1;2;4;1;35;3;2;2;0;336,363,636,363,636;1;2;3;4;2;1
146;320;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;1;44;4;2;2;0;4;4;333,333,333,333,333;4;4;4;4
143;320;5;5;4;4;3;3;3;6;3;5;4;6;6;5;5;4;4;3;4;3;3;3;4;5;6;4;4;7;4;4;3;4;1;27;2;2;2;0;436,363,636,363,636;466,666,666,666,667;433,333,333,333,333;4,75;333,333,333,333,333;333,333,333,333,333;5
370;308;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;1;54;5;2;2;0;4;4;4;4;4;4;4
329;299;2;2;2;5;5;4;4;5;5;5;4;4;4;4;1;1;1;1;1;1;1;1;1;2;6;1;7;1;1;1;1;6;1;44;4;2;2;0;445,454,545,454,545;2;1;4;1;1;1
376;297;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;1;52;5;2;2;0;4;4;466,666,666,666,667;4;4;4;4
474;295;7;7;7;6;5;1;1;4;4;5;3;4;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;1;62;6;2;2;0;372,727,272,727,273;7;466,666,666,666,667;4;4;4;4
233;293;4;4;4;4;4;3;3;5;5;6;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;1;1;29;2;2;2;0;436,363,636,363,636;4;4;4;4;4;4
131;279;6;6;6;4;4;4;3;4;4;4;5;4;3;4;7;7;6;5;5;5;5;5;4;4;5;4;5;4;5;4;3;3;1;31;3;2;2;0;390,909,090,909,091;6;666,666,666,666,667;4,5;5;466,666,666,666,667;433,333,333,333,333
4;276;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;1;34;3;2;2;0;4;4;4;4;4;4;4
98;267;4;4;5;3;5;4;3;5;5;3;4;3;5;3;2;4;3;4;3;4;3;5;4;4;5;4;3;5;3;3;3;3;1;41;4;2;2;0;390,909,090,909,091;433,333,333,333,333;3;4;366,666,666,666,667;4;366,666,666,666,667
133;265;7;6;6;1;4;4;5;4;4;4;4;4;4;4;7;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;3;1;29;2;2;2;0;381,818,181,818,182;633,333,333,333,333;5;4;4;4;4
499;252;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;3;1;27;2;2;2;0;4;4;4;4;4;4;4
232;239;5;5;4;3;3;3;3;4;4;5;4;4;4;4;7;1;1;6;6;6;5;6;6;7;7;7;7;5;6;7;1;2;1;57;5;2;2;0;372,727,272,727,273;466,666,666,666,667;3;7;6;566,666,666,666,667;6
486;215;5;2;2;6;6;4;4;5;6;6;5;5;5;5;5;6;4;6;6;6;4;6;4;4;5;4;4;4;4;4;5;3;1;20;2;2;2;0;518,181,818,181,818;3;5;4,25;6;466,666,666,666,667;4
403;9588;6;5;6;3;3;3;3;5;5;5;3;3;4;3;5;5;5;6;6;6;6;6;6;3;7;4;4;7;6;6;5;6;0;31;3;2;1;1;363,636,363,636,364;566,666,666,666,667;5;4,5;6;6;633,333,333,333,333
151;8678;7;6;6;4;2;1;2;4;5;5;3;4;5;4;4;2;2;4;4;4;4;4;4;4;5;5;6;4;4;4;4;3;0;60;5;2;1;1;354,545,454,545,455;633,333,333,333,333;266,666,666,666,667;5;4;4;4
555;7667;7;5;4;2;1;1;1;3;5;5;2;4;6;3;6;6;4;5;4;5;6;5;5;4;5;5;4;5;5;5;1;6;0;27;2;2;1;1;3;533,333,333,333,333;533,333,333,333,333;4,5;466,666,666,666,667;533,333,333,333,333;5
132;4654;7;6;6;7;5;4;3;5;5;6;4;6;4;5;3;4;2;2;2;3;4;3;4;4;6;4;5;5;4;4;5;3;0;56;5;2;1;1;490,909,090,909,091;633,333,333,333,333;3;4,75;233,333,333,333,333;366,666,666,666,667;433,333,333,333,333
228;3280;6;5;6;5;4;3;3;6;7;6;4;5;5;4;4;4;4;3;3;3;4;2;3;3;6;3;4;3;2;3;3;3;0;55;5;2;1;1;472,727,272,727,273;566,666,666,666,667;4;4;3;3;266,666,666,666,667
165;3069;5;4;4;5;5;4;3;5;6;6;4;5;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;6;0;30;2;2;1;1;481,818,181,818,182;433,333,333,333,333;4;4;4;4;466,666,666,666,667
327;1963;5;3;5;6;3;2;2;7;6;7;3;6;6;5;1;1;1;1;1;1;1;1;1;6;7;1;3;1;1;1;4;4;0;46;4;2;1;1;481,818,181,818,182;433,333,333,333,333;1;4,25;1;1;1
426;1781;7;7;7;6;3;5;3;5;5;7;3;5;5;5;4;4;4;4;4;4;6;4;4;3;7;3;1;5;3;2;2;4;0;51;5;2;1;1;472,727,272,727,273;7;4;3,5;4;466,666,666,666,667;333,333,333,333,333
31;1738;7;7;7;4;5;3;4;5;4;7;4;4;6;7;4;5;5;5;6;6;2;4;3;4;4;5;4;3;4;5;4;6;0;34;3;2;1;1;481,818,181,818,182;7;466,666,666,666,667;4,25;566,666,666,666,667;3;4
74;1545;6;6;6;4;4;4;3;6;4;6;3;5;4;4;7;7;6;4;6;5;7;6;6;7;7;6;6;7;7;7;5;6;0;44;4;2;1;1;427,272,727,272,727;6;666,666,666,666,667;6,5;5;633,333,333,333,333;7
483;1345;6;7;7;4;3;3;3;4;5;5;4;5;7;3;4;4;4;4;4;4;4;3;4;4;7;4;4;5;4;4;2;3;0;52;5;2;1;1;418,181,818,181,818;666,666,666,666,667;4;4,75;4;366,666,666,666,667;433,333,333,333,333
259;1337;6;4;3;6;4;2;2;6;4;6;2;7;6;2;4;2;2;3;3;3;4;3;4;5;7;3;5;6;4;3;2;6;0;46;4;2;1;1;427,272,727,272,727;433,333,333,333,333;266,666,666,666,667;5;3;366,666,666,666,667;433,333,333,333,333
508;1295;5;4;5;4;3;1;3;5;5;5;3;4;5;4;3;4;2;2;2;2;4;4;4;3;5;2;3;3;4;4;1;3;0;26;2;2;1;1;381,818,181,818,182;466,666,666,666,667;3;3,25;2;4;366,666,666,666,667
543;1144;7;6;5;5;3;2;5;5;5;5;3;3;4;3;5;4;2;4;3;3;4;4;4;6;7;5;4;5;4;4;3;3;0;43;4;2;1;1;390,909,090,909,091;6;366,666,666,666,667;5,5;333,333,333,333,333;4;433,333,333,333,333
215;1132;7;7;7;2;1;1;1;1;1;1;1;1;1;1;6;6;6;4;4;5;6;6;6;6;6;4;5;7;7;7;1;6;0;54;5;2;1;1;109,090,909,090,909;7;6;5,25;433,333,333,333,333;6;7
344;1073;6;6;6;5;3;3;4;5;7;6;4;5;7;4;7;7;7;6;6;6;6;6;6;3;6;4;4;5;5;6;4;6;0;34;3;2;1;1;481,818,181,818,182;6;7;4,25;6;6;533,333,333,333,333
345;1054;6;4;4;5;5;1;4;6;5;6;1;5;4;5;5;6;5;4;4;4;4;4;4;4;3;4;4;6;4;4;5;6;0;44;4;2;1;1;427,272,727,272,727;466,666,666,666,667;533,333,333,333,333;3,75;4;4;466,666,666,666,667
548;1007;5;7;6;3;5;3;3;7;6;7;1;4;3;3;4;5;4;2;4;4;4;4;5;4;4;4;4;4;3;4;1;6;0;43;4;2;1;1;409,090,909,090,909;6;433,333,333,333,333;4;333,333,333,333,333;433,333,333,333,333;366,666,666,666,667
585;968;1;7;3;7;3;1;1;7;7;7;7;7;7;1;1;1;1;7;1;1;1;1;1;1;7;1;7;1;1;1;1;3;0;28;2;2;1;1;5;366,666,666,666,667;1;4;3;1;1
470;923;5;5;5;4;3;3;3;3;5;5;3;2;6;4;4;4;4;5;5;4;4;4;4;4;5;4;3;4;4;4;1;3;0;67;7;2;1;1;372,727,272,727,273;5;4;4;466,666,666,666,667;4;4
91;897;6;6;5;2;4;3;3;5;5;4;3;4;4;3;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;6;4;6;0;63;6;2;1;1;363,636,363,636,364;566,666,666,666,667;7;6;6;6;6
381;885;5;3;4;4;3;3;4;5;4;5;3;4;4;4;5;5;5;5;4;4;4;3;4;5;7;5;5;5;4;4;5;6;0;62;6;2;1;1;390,909,090,909,091;4;5;5,5;433,333,333,333,333;366,666,666,666,667;433,333,333,333,333
76;874;7;7;7;1;3;4;2;4;7;5;3;5;6;5;7;7;7;7;7;7;7;7;7;7;7;6;7;7;7;7;4;3;0;67;7;2;1;1;409,090,909,090,909;7;7;6,75;7;7;7
522;864;5;4;5;4;3;3;3;4;3;5;4;5;4;4;3;3;3;3;4;3;3;4;4;5;7;4;6;7;4;4;1;5;0;36;3;2;1;1;381,818,181,818,182;466,666,666,666,667;3;5,5;333,333,333,333,333;366,666,666,666,667;5
503;860;6;6;6;3;2;3;4;6;7;5;3;4;7;4;5;5;4;3;4;4;3;4;5;3;6;3;7;4;4;4;1;6;0;39;3;2;1;1;436,363,636,363,636;6;466,666,666,666,667;4,75;366,666,666,666,667;4;4
430;850;6;6;6;4;4;4;3;4;4;5;4;5;4;4;6;6;6;4;4;4;5;5;5;5;6;6;6;5;5;5;4;1;0;45;4;2;1;1;409,090,909,090,909;6;6;5,75;4;5;5
559;831;7;7;7;1;7;1;1;1;7;7;1;7;7;1;2;5;1;7;7;7;7;7;7;7;7;7;7;7;7;7;1;1;0;23;2;2;1;1;372,727,272,727,273;7;266,666,666,666,667;7;7;7;7
495;826;5;6;5;6;4;2;1;6;6;6;4;4;3;6;1;1;1;2;2;2;2;2;2;2;6;1;2;3;3;2;1;2;0;53;5;2;1;1;436,363,636,363,636;533,333,333,333,333;1;2,75;2;2;266,666,666,666,667
409;825;4;5;3;5;2;2;2;5;4;5;3;3;3;3;6;6;5;4;4;4;5;4;4;4;6;3;4;5;4;4;1;2;0;24;2;2;1;1;336,363,636,363,636;4;566,666,666,666,667;4,25;4;433,333,333,333,333;433,333,333,333,333
87;825;5;5;5;4;4;3;4;5;5;5;3;4;4;4;6;5;5;5;5;5;4;4;5;4;5;5;5;6;5;5;3;3;0;34;3;2;1;1;409,090,909,090,909;5;533,333,333,333,333;4,75;5;433,333,333,333,333;533,333,333,333,333
519;809;4;4;3;4;3;3;3;3;3;3;4;6;4;3;3;2;2;3;3;4;3;3;3;3;6;3;6;2;2;2;3;4;0;27;2;2;1;1;354,545,454,545,455;366,666,666,666,667;233,333,333,333,333;4,5;333,333,333,333,333;3;2
320;773;4;4;4;4;3;1;2;1;5;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;1;3;0;57;5;2;1;1;236,363,636,363,636;4;4;4,25;4;4;4
81;761;6;6;6;6;5;5;4;6;6;6;6;6;6;6;5;6;6;4;4;4;5;4;4;4;6;5;4;3;3;4;4;3;0;64;6;2;1;1;563,636,363,636,364;6;566,666,666,666,667;4,75;4;433,333,333,333,333;333,333,333,333,333
335;756;2;4;4;7;7;7;7;7;7;7;7;7;7;7;1;1;1;1;1;1;1;1;1;1;7;1;7;1;1;1;1;3;0;44;4;2;1;1;7;333,333,333,333,333;1;4;1;1;1
544;752;4;4;4;4;4;4;4;4;4;4;4;4;4;5;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;1;2;0;56;5;2;1;1;409,090,909,090,909;4;2;3;3;3;3
337;726;6;6;6;5;4;5;6;6;6;6;6;6;6;6;1;1;1;4;4;4;1;1;1;1;7;1;7;1;1;1;1;4;0;45;4;2;1;1;563,636,363,636,364;6;1;4;4;1;1
311;725;5;5;5;5;5;4;4;4;4;4;4;4;4;5;6;6;6;5;5;5;5;5;5;5;5;5;4;5;5;5;4;6;0;51;5;2;1;1;427,272,727,272,727;5;6;4,75;5;5;5
390;723;5;6;5;4;3;2;2;5;5;5;3;3;5;2;5;4;5;2;3;3;4;5;5;4;6;5;5;6;3;2;3;6;0;36;3;2;1;1;354,545,454,545,455;533,333,333,333,333;466,666,666,666,667;5;266,666,666,666,667;466,666,666,666,667;366,666,666,666,667
509;711;6;5;4;5;4;4;5;3;5;5;4;5;5;4;5;5;5;2;2;2;3;3;3;3;5;3;6;4;3;3;3;3;0;67;7;2;1;1;445,454,545,454,545;5;5;4,25;2;3;333,333,333,333,333
201;700;3;3;3;5;4;2;5;5;5;5;5;6;6;4;1;1;1;2;2;2;3;2;2;2;7;1;1;3;1;1;3;4;0;44;4;2;1;1;472,727,272,727,273;3;1;2,75;2;233,333,333,333,333;166,666,666,666,667
123;690;7;7;7;2;2;2;2;2;3;3;4;4;4;4;7;7;7;6;7;7;7;7;7;7;7;7;5;7;7;7;4;2;0;46;4;2;1;1;290,909,090,909,091;7;7;6,5;666,666,666,666,667;7;7
529;682;6;5;5;3;2;2;3;3;3;3;3;3;4;4;6;6;6;5;5;5;6;6;6;5;7;5;7;5;5;5;1;6;0;49;4;2;1;1;3;533,333,333,333,333;6;6;5;6;5
435;668;5;2;3;5;4;3;5;5;4;5;4;5;5;4;5;6;5;5;4;4;4;4;4;6;7;7;6;2;2;2;1;6;0;46;4;2;1;1;445,454,545,454,545;333,333,333,333,333;533,333,333,333,333;6,5;433,333,333,333,333;4;2
523;660;7;7;7;5;4;4;4;7;7;7;4;5;6;4;7;7;6;4;4;4;4;4;5;4;7;7;7;7;7;7;2;5;0;61;6;2;1;1;518,181,818,181,818;7;666,666,666,666,667;6,25;4;433,333,333,333,333;7
580;658;6;5;4;2;2;2;3;3;5;3;1;2;7;2;7;7;7;7;5;7;5;7;5;3;3;3;3;5;4;4;3;5;0;24;2;2;1;1;290,909,090,909,091;5;7;3;633,333,333,333,333;566,666,666,666,667;433,333,333,333,333
537;655;5;3;3;6;6;6;4;5;7;7;6;3;5;5;6;6;6;4;5;5;6;7;6;6;6;6;5;6;6;7;1;4;0;19;2;2;1;1;545,454,545,454,545;366,666,666,666,667;6;5,75;466,666,666,666,667;633,333,333,333,333;633,333,333,333,333
28;652;5;7;6;4;1;1;3;5;3;5;2;3;5;4;3;3;3;4;4;4;3;2;2;4;7;3;7;3;3;3;2;3;0;39;3;2;1;1;327,272,727,272,727;6;3;5,25;4;233,333,333,333,333;3
13;645;5;5;5;5;4;4;3;6;4;6;3;4;4;4;4;5;4;4;4;4;4;4;4;4;6;4;4;4;4;4;3;4;0;65;6;2;1;1;427,272,727,272,727;5;433,333,333,333,333;4,5;4;4;4
395;638;6;6;6;3;4;2;3;6;6;5;3;5;5;4;6;6;6;4;5;5;6;5;6;4;6;5;4;7;6;5;4;6;0;60;5;2;1;1;418,181,818,181,818;6;6;4,75;466,666,666,666,667;566,666,666,666,667;6
104;636;5;5;5;5;5;5;5;5;5;5;5;5;5;5;7;7;7;5;5;5;5;5;5;5;5;6;7;5;7;6;1;3;0;62;6;2;1;1;5;5;7;5,75;5;5;6
273;634;7;7;6;5;6;3;3;6;5;6;5;5;6;3;6;5;4;4;4;5;5;5;5;5;6;5;5;5;5;5;3;3;0;64;6;2;1;1;481,818,181,818,182;666,666,666,666,667;5;5,25;433,333,333,333,333;5;5
553;632;7;7;7;5;3;2;4;4;6;5;2;4;4;4;7;6;6;7;7;7;6;6;6;6;6;6;6;6;6;6;4;3;0;59;5;2;1;1;390,909,090,909,091;7;633,333,333,333,333;6;7;6;6
364;632;7;7;7;2;2;1;2;6;6;6;2;5;4;4;7;7;6;5;5;5;6;6;6;4;6;4;4;6;6;6;1;3;0;61;6;2;1;1;363,636,363,636,364;7;666,666,666,666,667;4,5;5;6;6
